stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
contrastive,1,0.00012000,contrastive,1,0.81947172,,,,False,,,False,
contrastive,2,0.00024000,contrastive,2,0.66224347,,,,False,,,False,
contrastive,3,0.00036000,contrastive,3,0.55497735,,,,False,,,False,
contrastive,4,0.00048000,contrastive,4,0.46177652,,,,False,,,False,
contrastive,5,0.00060000,contrastive,5,0.39380166,,,,False,,,False,
supervised,1,0.00012000,supervised,1,1.30229195,6.47622307,4.69730274,5.58676290,False,1.00000000,0.00000000,False,
supervised,2,0.00024000,supervised,2,1.22012188,6.38858712,4.63404004,5.51131358,False,2.00000000,0.00000000,False,
supervised,3,0.00036000,supervised,3,1.16047801,6.30224459,4.57384116,5.43804288,False,3.00000000,0.00000000,False,
supervised,4,0.00048000,supervised,4,1.08254283,6.22338661,4.52076601,5.37207631,False,4.00000000,0.00000000,False,
supervised,5,0.00060000,supervised,5,1.02145871,6.23571416,4.53469209,5.38520312,False,4.00000000,1.00000000,False,
supervised,6,0.00059974,supervised,6,0.95874443,6.13396217,4.46606901,5.30001559,False,6.00000000,0.00000000,False,
supervised,7,0.00059895,supervised,7,0.91016867,6.03415813,4.39799548,5.21607680,False,7.00000000,0.00000000,False,
supervised,8,0.00059763,supervised,8,0.85928296,5.97057781,4.35452753,5.16255267,False,8.00000000,0.00000000,False,
supervised,9,0.00059580,supervised,9,0.81248498,5.89894063,4.30313144,5.10103604,False,9.00000000,0.00000000,False,
supervised,10,0.00059344,supervised,10,0.77596458,5.82007600,4.24432057,5.03219828,False,10.00000000,0.00000000,False,
supervised,11,0.00059057,supervised,11,0.72815644,5.73894377,4.18199645,4.96047011,False,11.00000000,0.00000000,False,
supervised,12,0.00058720,supervised,12,0.70501368,5.74338968,4.18042206,4.96190587,False,11.00000000,1.00000000,False,
supervised,13,0.00058331,supervised,13,0.64904220,5.63542684,4.09710039,4.86626361,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.61692715,5.53766791,4.02175606,4.77971198,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.59056552,5.48677675,3.98176779,4.73427227,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.56208367,5.43523430,3.94329619,4.68926525,False,16.00000000,0.00000000,False,
