stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
contrastive,1,0.00012000,contrastive,1,0.80772507,,,,False,,,False,
contrastive,2,0.00024000,contrastive,2,0.66255170,,,,False,,,False,
contrastive,3,0.00036000,contrastive,3,0.54426236,,,,False,,,False,
contrastive,4,0.00048000,contrastive,4,0.46606734,,,,False,,,False,
contrastive,5,0.00060000,contrastive,5,0.39734642,,,,False,,,False,
supervised,1,0.00012000,supervised,1,1.31450626,6.37444027,4.69912360,5.53678194,False,1.00000000,0.00000000,False,
supervised,2,0.00024000,supervised,2,1.21742344,6.29733058,4.64067366,5.46900212,False,2.00000000,0.00000000,False,
supervised,3,0.00036000,supervised,3,1.14601644,6.21137925,4.57790911,5.39464418,False,3.00000000,0.00000000,False,
supervised,4,0.00048000,supervised,4,1.08169656,6.12241305,4.51514472,5.31877888,False,4.00000000,0.00000000,False,
supervised,5,0.00060000,supervised,5,1.02326463,6.11877228,4.51604893,5.31741060,False,5.00000000,0.00000000,False,
supervised,6,0.00059974,supervised,6,0.96638196,6.00251788,4.43664192,5.21957990,False,6.00000000,0.00000000,False,
supervised,7,0.00059895,supervised,7,0.90623090,5.89610357,4.36472728,5.13041543,False,7.00000000,0.00000000,False,
supervised,8,0.00059763,supervised,8,0.85847093,5.83621749,4.32593575,5.08107662,False,8.00000000,0.00000000,False,
supervised,9,0.00059580,supervised,9,0.81266676,5.77584233,4.28538747,5.03061490,False,9.00000000,0.00000000,False,
supervised,10,0.00059344,supervised,10,0.76459682,5.70930849,4.23839941,4.97385395,False,10.00000000,0.00000000,False,
supervised,11,0.00059057,supervised,11,0.73015742,5.63454165,4.18325251,4.90889708,False,11.00000000,0.00000000,False,
supervised,12,0.00058720,supervised,12,0.68517472,5.63531035,4.18078982,4.90805008,False,12.00000000,0.00000000,False,
supervised,13,0.00058331,supervised,13,0.65607980,5.51456033,4.08886658,4.80171346,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.62591350,5.40045328,4.00110586,4.70077957,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.58631937,5.33715856,3.95042665,4.64379261,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.56572102,5.28297452,3.90751333,4.59524393,False,16.00000000,0.00000000,False,
supervised,17,0.00056289,supervised,17,0.55030307,5.23251701,3.86913645,4.55082673,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.52012676,5.17861568,3.83043843,4.50452705,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.49701619,5.19693282,3.84614841,4.52154061,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.47723601,5.08326361,3.76794862,4.42560611,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45044962,4.96321081,3.68604405,4.32462743,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.43256545,4.88449403,3.63407442,4.25928423,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.41019252,4.81368714,3.58691843,4.20030278,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.40232591,4.75473178,3.54668058,4.15070618,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.38560858,4.70658658,3.51216002,4.10937330,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.37557259,4.74503514,3.53817202,4.14160358,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.36385929,4.65994549,3.47288526,4.06641537,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.35476957,4.56769518,3.40124135,3.98446826,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.34293053,4.50771925,3.35267826,3.93019875,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.33489053,4.44297382,3.30130553,3.87213968,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.32902004,4.37992427,3.25262214,3.81627321,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.32616195,4.32477196,3.21166981,3.76822088,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.31372254,4.36169685,3.23959114,3.80064399,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30660003,4.28620607,3.18808978,3.73714792,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29664105,4.21534518,3.14134672,3.67834595,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.29049372,4.14679942,3.09486042,3.62082992,True,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.27862594,4.17087933,3.10587361,3.63837647,False,36.00000000,1.00000000,False,
supervised,38,0.00035621,supervised,38,0.27816776,4.17891582,3.10804660,3.64348121,False,36.00000000,2.00000000,False,
supervised,39,0.00034382,supervised,39,0.26701188,4.18687742,3.11451942,3.65069842,False,36.00000000,3.00000000,False,
supervised,40,0.00033136,supervised,40,0.27252943,4.19341999,3.12401282,3.65871641,False,36.00000000,4.00000000,False,
supervised,41,0.00031884,supervised,41,0.26354476,4.19761054,3.13379504,3.66570279,False,36.00000000,5.00000000,False,
supervised,42,0.00030628,supervised,42,0.26791488,4.19979370,3.14119824,3.67049597,False,36.00000000,6.00000000,False,
supervised,43,0.00029372,supervised,43,0.26868652,4.20173637,3.14498459,3.67336048,False,36.00000000,7.00000000,False,
supervised,44,0.00028116,supervised,44,0.25305442,4.20579691,3.14583303,3.67581497,False,36.00000000,8.00000000,False,
supervised,45,0.00026864,supervised,45,0.25169667,4.21352164,3.14576778,3.67964471,False,36.00000000,9.00000000,False,
supervised,46,0.00025618,supervised,46,0.24207032,4.22452502,3.14695637,3.68574070,False,36.00000000,10.00000000,False,
supervised,47,0.00024379,supervised,47,0.24306038,4.23643119,3.15060947,3.69352033,False,36.00000000,11.00000000,False,
supervised,48,0.00023149,supervised,48,0.24639835,4.24604839,3.15656400,3.70130620,False,36.00000000,12.00000000,True,early_stopping_patience_exhausted
