stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
contrastive,1,0.00012000,contrastive,1,0.81706927,,,,False,,,False,
contrastive,2,0.00024000,contrastive,2,0.66428930,,,,False,,,False,
contrastive,3,0.00036000,contrastive,3,0.55117217,,,,False,,,False,
contrastive,4,0.00048000,contrastive,4,0.46687873,,,,False,,,False,
contrastive,5,0.00060000,contrastive,5,0.40103137,,,,False,,,False,
supervised,1,0.00012000,supervised,1,1.31017129,7.27262142,4.94792051,6.11027097,False,1.00000000,0.00000000,False,
supervised,2,0.00024000,supervised,2,1.23895844,7.17310608,4.87510091,6.02410349,False,2.00000000,0.00000000,False,
supervised,3,0.00036000,supervised,3,1.15013282,7.07141801,4.80290031,5.93715916,False,3.00000000,0.00000000,False,
supervised,4,0.00048000,supervised,4,1.08252514,6.97461713,4.73616971,5.85539342,False,4.00000000,0.00000000,False,
supervised,5,0.00060000,supervised,5,1.02751704,6.96864034,4.73652633,5.85258333,False,5.00000000,0.00000000,False,
supervised,6,0.00059974,supervised,6,0.95465787,6.85072967,4.65629250,5.75351109,False,6.00000000,0.00000000,False,
supervised,7,0.00059895,supervised,7,0.90460743,6.73847532,4.57968213,5.65907872,False,7.00000000,0.00000000,False,
supervised,8,0.00059763,supervised,8,0.85966191,6.66602576,4.53057186,5.59829881,False,8.00000000,0.00000000,False,
supervised,9,0.00059580,supervised,9,0.81383010,6.58736716,4.47503080,5.53119898,False,9.00000000,0.00000000,False,
supervised,10,0.00059344,supervised,10,0.75837652,6.50086018,4.41161356,5.45623687,False,10.00000000,0.00000000,False,
supervised,11,0.00059057,supervised,11,0.73346446,6.40949230,4.34262446,5.37605838,False,11.00000000,0.00000000,False,
supervised,12,0.00058720,supervised,12,0.68550946,6.40062575,4.33184035,5.36623305,False,12.00000000,0.00000000,False,
supervised,13,0.00058331,supervised,13,0.64791629,6.27754740,4.23760826,5.25757783,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.62476273,6.16531138,4.15141433,5.15836285,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.59341500,6.10302584,4.10247395,5.10274990,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.55460500,6.04444177,4.05799508,5.05121842,False,16.00000000,0.00000000,False,
supervised,17,0.00056289,supervised,17,0.54334164,5.98238839,4.01315940,4.99777390,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.51744230,5.91160437,3.96413885,4.93787161,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.49347800,5.91251934,3.96876833,4.94064383,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.47177784,5.78633892,3.88237103,4.83435498,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45323114,5.66218756,3.79754513,4.72986635,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.43125993,5.58778629,3.74792290,4.66785460,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.41687772,5.52624611,3.70601701,4.61613156,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.41132438,5.47630386,3.67042885,4.57336636,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.39134902,5.43254344,3.63713141,4.53483743,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.38004978,5.46941410,3.66032912,4.56487161,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.37304137,5.37933834,3.59034480,4.48484157,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.36424917,5.28441983,3.51646446,4.40044214,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.34322899,5.21077031,3.46614061,4.33845546,True,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.34211963,5.23137243,3.49086077,4.36111660,False,29.00000000,1.00000000,False,
supervised,31,0.00043899,supervised,31,0.32459951,5.23422047,3.49285903,4.36353975,False,29.00000000,2.00000000,False,
supervised,32,0.00042773,supervised,32,0.31294124,5.24012558,3.49286106,4.36649332,False,29.00000000,3.00000000,False,
supervised,33,0.00041625,supervised,33,0.30513615,5.24971041,3.49316567,4.37143804,False,29.00000000,4.00000000,False,
supervised,34,0.00040457,supervised,34,0.31132423,5.26150340,3.49557641,4.37853991,False,29.00000000,5.00000000,False,
supervised,35,0.00039271,supervised,35,0.30740274,5.27253303,3.50059144,4.38656223,False,29.00000000,6.00000000,False,
supervised,36,0.00038068,supervised,36,0.27940948,5.27992520,3.50741442,4.39366981,False,29.00000000,7.00000000,False,
supervised,37,0.00036851,supervised,37,0.29124507,5.28260967,3.51463480,4.39862223,False,29.00000000,8.00000000,False,
supervised,38,0.00035621,supervised,38,0.28163156,5.28209635,3.52106463,4.40158049,False,29.00000000,9.00000000,False,
supervised,39,0.00034382,supervised,39,0.26709779,5.28178177,3.52622279,4.40400228,False,29.00000000,10.00000000,False,
supervised,40,0.00033136,supervised,40,0.26323056,5.28511211,3.53027612,4.40769411,False,29.00000000,11.00000000,False,
supervised,41,0.00031884,supervised,41,0.26976701,5.29363665,3.53363673,4.41363669,False,29.00000000,12.00000000,True,early_stopping_patience_exhausted
