stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
contrastive,1,0.00012000,contrastive,1,0.81861342,,,,False,,,False,
contrastive,2,0.00024000,contrastive,2,0.66115135,,,,False,,,False,
contrastive,3,0.00036000,contrastive,3,0.54512730,,,,False,,,False,
contrastive,4,0.00048000,contrastive,4,0.46724710,,,,False,,,False,
contrastive,5,0.00060000,contrastive,5,0.39480884,,,,False,,,False,
supervised,1,0.00012000,supervised,1,1.31204168,6.47637716,4.72761280,5.60199498,False,1.00000000,0.00000000,False,
supervised,2,0.00024000,supervised,2,1.21283314,6.41127865,4.68522359,5.54825112,False,2.00000000,0.00000000,False,
supervised,3,0.00036000,supervised,3,1.15176996,6.33935149,4.63662877,5.48799013,False,3.00000000,0.00000000,False,
supervised,4,0.00048000,supervised,4,1.07974943,6.25894359,4.57999652,5.41947006,False,4.00000000,0.00000000,False,
supervised,5,0.00060000,supervised,5,1.02038124,6.25427064,4.57602035,5.41514550,False,5.00000000,0.00000000,False,
supervised,6,0.00059974,supervised,6,0.95458557,6.12861443,4.48235700,5.30548571,False,6.00000000,0.00000000,False,
supervised,7,0.00059895,supervised,7,0.90271467,6.01027353,4.39239861,5.20133607,False,7.00000000,0.00000000,False,
supervised,8,0.00059763,supervised,8,0.86557432,5.94334339,4.33885258,5.14109799,False,8.00000000,0.00000000,False,
supervised,9,0.00059580,supervised,9,0.80285941,5.88589741,4.29228306,5.08909024,False,9.00000000,0.00000000,False,
supervised,10,0.00059344,supervised,10,0.78316924,5.83227287,4.24949447,5.04088367,False,10.00000000,0.00000000,False,
supervised,11,0.00059057,supervised,11,0.72805475,5.77505615,4.20583877,4.99044746,False,11.00000000,0.00000000,False,
supervised,12,0.00058720,supervised,12,0.69478769,5.78974694,4.21639289,5.00306991,False,11.00000000,1.00000000,False,
supervised,13,0.00058331,supervised,13,0.64768054,5.67204998,4.13323415,4.90264206,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.62857921,5.54750653,4.04689487,4.79720070,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.59703587,5.46376104,3.99117571,4.72746837,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.56128443,5.38728852,3.94090342,4.66409597,False,16.00000000,0.00000000,False,
supervised,17,0.00056289,supervised,17,0.53881229,5.32194229,3.89793900,4.60994065,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.51976079,5.26666526,3.86072401,4.56369464,False,18.00000000,0.00000000,False,
