stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
contrastive,1,0.00012000,contrastive,1,0.81930201,,,,False,,,False,
contrastive,2,0.00024000,contrastive,2,0.65652477,,,,False,,,False,
contrastive,3,0.00036000,contrastive,3,0.54850986,,,,False,,,False,
contrastive,4,0.00048000,contrastive,4,0.46188035,,,,False,,,False,
contrastive,5,0.00060000,contrastive,5,0.39151193,,,,False,,,False,
supervised,1,0.00012000,supervised,1,1.30383337,7.47885882,5.05921200,6.26903541,False,1.00000000,0.00000000,False,
supervised,2,0.00024000,supervised,2,1.24806488,7.38273954,4.98912543,6.18593249,False,2.00000000,0.00000000,False,
supervised,3,0.00036000,supervised,3,1.16463344,7.28542927,4.92035770,6.10289349,False,3.00000000,0.00000000,False,
supervised,4,0.00048000,supervised,4,1.08245912,7.19383070,4.85759812,6.02571441,False,4.00000000,0.00000000,False,
supervised,5,0.00060000,supervised,5,1.02814923,7.19328558,4.86199580,6.02764069,False,4.00000000,1.00000000,False,
supervised,6,0.00059974,supervised,6,0.95495724,7.08029485,4.78531683,5.93280584,False,6.00000000,0.00000000,False,
supervised,7,0.00059895,supervised,7,0.90678652,6.97192113,4.71139450,5.84165781,False,7.00000000,0.00000000,False,
supervised,8,0.00059763,supervised,8,0.86246773,6.90225105,4.66408287,5.78316696,False,8.00000000,0.00000000,False,
supervised,9,0.00059580,supervised,9,0.81298920,6.82569798,4.60979941,5.71774870,False,9.00000000,0.00000000,False,
supervised,10,0.00059344,supervised,10,0.76306026,6.74132263,4.54765428,5.64448845,False,10.00000000,0.00000000,False,
supervised,11,0.00059057,supervised,11,0.72541616,6.65273516,4.48045214,5.56659365,False,11.00000000,0.00000000,False,
supervised,12,0.00058720,supervised,12,0.68487457,6.64752990,4.47217913,5.55985451,False,12.00000000,0.00000000,False,
supervised,13,0.00058331,supervised,13,0.64557039,6.52871158,4.38100350,5.45485754,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.62518453,6.42066513,4.29793197,5.35929855,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.58614703,6.36175935,4.25162841,5.30669388,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.56419283,6.30528956,4.20893632,5.25711294,False,16.00000000,0.00000000,False,
supervised,17,0.00056289,supervised,17,0.53188585,6.24413172,4.16502467,5.20457820,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.52693035,6.17355029,4.11639598,5.14497314,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.49106566,6.17472375,4.12138277,5.14805326,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.47547140,6.04946233,4.03571510,5.04258871,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45488351,5.92704755,3.95209319,4.93957037,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.42915100,5.85481482,3.90387982,4.87934732,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42453265,5.79510294,3.86305789,4.82908041,False,23.00000000,0.00000000,False,
