stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
contrastive,1,0.00012000,contrastive,1,0.82263643,,,,False,,,False,
contrastive,2,0.00024000,contrastive,2,0.66871654,,,,False,,,False,
contrastive,3,0.00036000,contrastive,3,0.54877432,,,,False,,,False,
contrastive,4,0.00048000,contrastive,4,0.47038298,,,,False,,,False,
contrastive,5,0.00060000,contrastive,5,0.39363392,,,,False,,,False,
supervised,1,0.00012000,supervised,1,1.30506100,7.23508739,4.87810372,6.05659555,False,1.00000000,0.00000000,False,
supervised,2,0.00024000,supervised,2,1.22614907,7.15340259,4.82408971,5.98874615,False,2.00000000,0.00000000,False,
supervised,3,0.00036000,supervised,3,1.15341926,7.07288683,4.77060537,5.92174610,False,3.00000000,0.00000000,False,
supervised,4,0.00048000,supervised,4,1.08413910,6.98747093,4.71237817,5.84992455,False,4.00000000,0.00000000,False,
supervised,5,0.00060000,supervised,5,1.01433306,6.97530082,4.70533641,5.84031861,False,5.00000000,0.00000000,False,
supervised,6,0.00059974,supervised,6,0.95874355,6.83494189,4.60329121,5.71911655,False,6.00000000,0.00000000,False,
supervised,7,0.00059895,supervised,7,0.91126901,6.69369289,4.49849832,5.59609560,False,7.00000000,0.00000000,False,
supervised,8,0.00059763,supervised,8,0.85590294,6.59893073,4.42572201,5.51232637,False,8.00000000,0.00000000,False,
supervised,9,0.00059580,supervised,9,0.81122425,6.51477210,4.35973438,5.43725324,False,9.00000000,0.00000000,False,
supervised,10,0.00059344,supervised,10,0.77008207,6.44147983,4.30164431,5.37156207,False,10.00000000,0.00000000,False,
supervised,11,0.00059057,supervised,11,0.72747807,6.37459506,4.24913630,5.31186568,False,11.00000000,0.00000000,False,
supervised,12,0.00058720,supervised,12,0.68704727,6.38815427,4.25656477,5.32235952,False,11.00000000,1.00000000,False,
supervised,13,0.00058331,supervised,13,0.65292223,6.27264573,4.17264951,5.22264762,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.62723603,6.14710727,4.08363969,5.11537348,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.58868365,6.05448275,4.02028716,5.03738496,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.56727226,5.96058401,3.95715760,4.95887080,False,16.00000000,0.00000000,False,
supervised,17,0.00056289,supervised,17,0.54991695,5.87294990,3.89882420,4.88588705,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.52041180,5.79680351,3.84813598,4.82246974,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.49878970,5.81394523,3.86351708,4.83873116,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.47810684,5.71726955,3.79445413,4.75586184,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.46034192,5.62192443,3.72415835,4.67304139,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.42984832,5.56265969,3.67802150,4.62034060,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42529040,5.49675372,3.62569366,4.56122369,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.41145575,5.42693744,3.56999044,4.49846394,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.39208423,5.35965527,3.51651553,4.43808540,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.38020652,5.38365648,3.53040106,4.45702877,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.37245632,5.25401433,3.44693019,4.35047226,True,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.35172539,5.28603614,3.45994816,4.37299215,False,27.00000000,1.00000000,False,
supervised,29,0.00046075,supervised,29,0.34534278,5.29334738,3.46626585,4.37980661,False,27.00000000,2.00000000,False,
supervised,30,0.00045000,supervised,30,0.33043566,5.29577438,3.47300140,4.38438789,False,27.00000000,3.00000000,False,
supervised,31,0.00043899,supervised,31,0.32048300,5.29503218,3.47924443,4.38713831,False,27.00000000,4.00000000,False,
supervised,32,0.00042773,supervised,32,0.30740404,5.29466879,3.48463260,4.38965070,False,27.00000000,5.00000000,False,
supervised,33,0.00041625,supervised,33,0.31755224,5.29812861,3.48921675,4.39367268,False,27.00000000,6.00000000,False,
supervised,34,0.00040457,supervised,34,0.29408818,5.30682148,3.49311903,4.39997025,False,27.00000000,7.00000000,False,
supervised,35,0.00039271,supervised,35,0.29213298,5.31931954,3.49633991,4.40782973,False,27.00000000,8.00000000,False,
supervised,36,0.00038068,supervised,36,0.28956348,5.33215495,3.49888860,4.41552178,False,27.00000000,9.00000000,False,
supervised,37,0.00036851,supervised,37,0.29633069,5.34175635,3.50109557,4.42142596,False,27.00000000,10.00000000,False,
supervised,38,0.00035621,supervised,38,0.27892881,5.34640248,3.50376626,4.42508437,False,27.00000000,11.00000000,False,
supervised,39,0.00034382,supervised,39,0.27177513,5.34708218,3.50791669,4.42749944,False,27.00000000,12.00000000,True,early_stopping_patience_exhausted
